IEIN,LocalTeacherID,LastName,FirstName,BirthDate,SchoolYear,ServingLocationRCDTS,EmployerRCDTS,Term,StateCourseCode,LocalCourseID,LocalCourseTitle,SectionNumber,TeacherCourseStartDate,EISPositionCode,TeacherCommitment
,191728,Benton,Humberto,9/24/1969,2019,15016299025059C,15016299025059C,S1,10151A000,,,Business Programming,8/20/2018,200,1
,919965,Bridges,Dashawn,8/14/1975,2019,15016299025068C,15016299025068C,S1,21051A000,,,Technological Literacy,01/22/2018,200,1.00
380690,jaguirre,Aguirre,Jairo,2/25/1971,2019,15016299025059C,15016299025059C,Q1,04101A000,,,U.S. History-Comprehensive,08/20/2018,205,1.00
323266,386602,Sanchez,Erick,5/12/1970,2019,15016299025063C,15016299025063C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
,apoole,Poole,Ariel,2/3/1956,2019,15016299025274C,15016299025274C,S1,19101A000,,,Cosmetology-Licensing,08/20/2018,200,1.00
,87152,Perkins,Kenneth,9/5/1964,2019,15016299025109C,15016299025109C,S1,18051A000,,,Plant Production/Science,08/20/2018,200,1.00
,58830,Hamilton,Sullivan,6/8/1989,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,08/02/2018,200,1.00
242072,884909,Lester,Braylon,7/24/1990,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,08/20/2018,200,1
739139,979604,Frye,Branden,5/4/1981,2019,15016299025068C,15016299025068C,S1,15001A000,,,Exploration of Public Service Careers,08/20/2018,205,1
981428,127627,Huerta,Bryan,2/23/1972,2019,15016299025262C,15016299025262C,S1,03051A000,,,Biology,01/01/2018,200,1.00
,703791,Mccall,Kameron,2/12/1976,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/14/2018,200,1.00
,315040,Calderon,Lance,5/10/1979,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/09/2018,200,1.00
,252537,Murphy,Deegan,1/1/1961,2019,15016299025058C,15016299025058C,Q1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
58128,861678,Benson,Raphael,6/7/1963,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,09/08/2018,200,1.00
845921,59530,Bolton,Jaeden,4/16/1979,2019,15016299025068C,15016299025068C,S1,04149A000,,,U.S. History-Other,08/20/2018,200,1.00
301455,85661,Anthony,Rodolfo,12/19/1977,2019,15016299025064C,15016299025064C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
804247,rgeorge,George,Reagan,11/7/1970,2019,15016299025068C,15016299025068C,S1,22101A000,,,Leadership,08/20/2018,200,1.00
623607,tbenson,Benson,Tristian,8/3/1989,2019,15016299025068C,15016299025068C,S1,14101A000,,,Dental Laboratory Technology,08/20/2018,204,1.00
385522,556687,Espinoza,Isaias,4/9/1961,2019,15016299025068C,15016299025068C,S1,01148A000,,,Composition-Workplace Experience,08/20/2018,200,1.00
,360055,Hensley,Matias,7/23/1987,2019,15016299025065C,15016299025065C,S1,03051A000,,,Biology,08/22/2018,200,1.00
83749,msimon,Simon,Marvin,8/23/1968,2019,15016299025284C,15016299025284C,S1,03047A000,,,Earth Science-Independent Study,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,06101A000,,,Spanish I,,,
567085,343691,Curry,Luke,9/28/1976,2019,15016299025060C,15016299025060C,S1,04101A000,,,U.S. History-Comprehensive,01/10/2018,201,1.00
724780,eleach,Leach,Ean,4/24/1987,2019,15016299025086C,15016299025086C,S1,02151A000,,,General Applied Math,08/13/2018,200,1.00
983745,250789,Mcmahon,Ismael,9/28/1983,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,08/20/2018,200,1.00
741709,cgood,Good,Collin,12/24/1966,2019,15016299025066C,15016299025066C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
725528,909140,Boyer,Nasir,5/20/1967,2019,15016299025072C,15016299025072C,S1,05051A000,,,Introduction to the Theater,08/20/2018,200,1.00
975765,421032,Whitney,Benjamin,8/9/1940,2019,15016299025068C,15016299025068C,Y1,03101A000,,,Chemistry,01/01/2018,200,1.00
908333,259329,Osborn,Bo,2/19/1986,2019,15016299025109C,15016299025109C,Q1,01151A000,,,Public Speaking,08/20/2018,201,1.00
,719211,Richard,Joey,3/27/1968,2019,15016299025068C,15016299025068C,S1,05101A000,,,General Band,08/20/2018,200,1.00
530832,489915,Curry,Cameron,8/22/1963,2019,15016299025068C,15016299025068C,S1,08001A000,,,Physical Education,08/20/2018,200,1.00
944423,chouse,House,Corey,11/14/1977,2019,15016299025056C,15016299025056C,S1,16151A000,,,Introduction to Travel and Tourism,01/03/2018,200,1.00
,175929,Huber,Krish,10/3/1985,2019,15016299025060C,15016299025060C,S1,12151A000,,,Marketing Career Exploration,08/20/2018,200,1
,,,,,2019,15016299025273C,15016299025273C,S1,03151A000,,,Physics,,,
92388,567792,Frye,Phoenix,12/11/1975,2019,15016299025268C,15016299025268C,S1,12051A000,,,Introductory Business,02/26/2018,200,1.00
231613,535161,Whitehead,Randy,12/16/1977,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,205,1.00
5594,300890,Freeman,Chandler,2/14/1944,2019,15016299025267C,15016299025267C,Y1,15151A000,,,Fire Science,09/02/2018,200,1
559615,446584,English,Finn,12/20/1976,2019,15016299025061C,15016299025061C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,565636,Navarro,Joey,2/10/1960,2019,15016299025285C,15016299025285C,S1,19151A000,,,Teaching Profession,08/20/2018,200,1.00
381295,434520,Sanford,Charles,3/16/1963,2019,15016299025068C,15016299025068C,S1,20151A000,,,Distribution-Comprehensive,08/20/2018,200,1.00
293569,54479,Bender,Layton,6/7/1972,2019,15016299025049C,15016299025049C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
745519,587795,Coleman,Savion,12/8/1978,2019,15016299025264C,15016299025264C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,05151A000,,,Art Appreciation,,,
,145670,Prince,Colby,10/14/1965,2019,15016299025070C,15016299025070C,Q1,01051A000,,,English/Literature (freshmen and sophomores),09/01/2018,200,1.00
782373,272310,Schneider,Orion,11/7/1954,2019,15016299025063C,15016299025063C,S1,10151A000,,,Business Programming,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,12051A000,,,Introductory Business,,,
,956572,Dixon,Jovanni,12/10/1956,2019,15016299025270C,15016299025270C,S1,01051A000,,,English/Literature (freshmen and sophomores),01/12/2018,200,1.00
2372,evaldez,Valdez,Enrique,5/8/1982,2019,15016299025276C,15016299025276C,Y1,04051A000,,,World History-Overview,08/20/2018,200,1.00
486491,rsheppard,Sheppard,Rudy,7/8/1983,2019,15016299025068C,15016299025068C,S1,19101A000,,,Cosmetology-Licensing,08/20/2018,200,1.00
,139582,Wiley,Walker,3/1/1988,2019,15016299025055C,15016299025055C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,699858,Rodriguez,Yusuf,4/24/1976,2019,15016299025261C,15016299025261C,Y1,08151A000,,,Drivers’ Education-Classroom Only,08/20/2018,200,1.00
906422,40978,Calderon,Armani,10/16/1966,2019,15016299025061C,15016299025061C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
90308,611080,Norman,Devan,4/7/1954,2019,15016299025068C,15016299025068C,Y1,22101A000,,,Leadership,02/17/2018,200,1.00
,320195,Murray,Clay,6/8/1968,2019,15016299025056C,15016299025056C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
20275,mbailey,Bailey,Matias,5/6/1990,2019,15016299025073C,15016299025073C,S1,02001A000,,,Informal Mathematics,08/14/2018,200,1.00
,478762,Singh,Tyshawn,12/26/1987,2019,15016299025054C,15016299025054C,S1,03051A000,,,Biology,08/20/2018,200,1.00
,354134,Mcfarland,Deegan,5/10/1987,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,08/20/2018,200,1.00
855647,612385,Gillespie,Brian,10/13/1966,2019,15016299025068C,15016299025068C,Y1,03051A000,,,Biology,09/24/2018,200,1.00
423616,509545,Copeland,Tony,12/18/1990,2019,15016299025059C,15016299025059C,S1,22051A000,,,Office Aide,8/20/2018,200,1
,865159,Morrison,Yurem,10/15/1982,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/04/2018,200,1
948347,659851,Young,Diego,5/27/1959,2019,15016299025068C,15016299025068C,S1,05151A000,,,Art Appreciation,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,02149A000,,,Analytic Mathematics-Other,,,
,247910,Mason,Grady,7/19/1959,2019,15016299025061C,15016299025061C,S1,03051A000,,,Biology,08/20/2018,200,1.00
,476548,Clayton,Cannon,9/6/1972,2019,15016299025068C,15016299025068C,Q1,03001A000,,,Earth Science,08/20/2018,200,1.00
,907036,Edwards,Jerimiah,6/18/1990,2019,15016299025055C,15016299025055C,Y1,16101A000,,,Exploration of Lodging Careers,08/15/2018,200,1
393864,39727,Mccarthy,Chase,8/28/1958,2019,15016299025270C,15016299025270C,S1,02101A000,,,Number Theory,08/20/2018,201,1.00
828898,959007,Stark,Kyle,10/4/1975,2019,15016299025264C,15016299025264C,S1,02001A000,,,Informal Mathematics,09/02/2018,200,1.00
,341673,Mueller,Alvin,3/22/1990,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/20/2018,200,1.00
243390,256489,Lloyd,Thomas,6/23/1990,2019,15016299025049C,15016299025049C,S1,10101A000,,,Network Technology,08/20/2018,200,1.00
134361,879032,Townsend,Jacob,12/28/1984,2019,15016299025056C,15016299025056C,S1,18051A000,,,Plant Production/Science,01/03/2018,200,1.00
972396,jwall,Wall,Jaeden,5/6/1941,2019,15016299025109C,15016299025109C,S1,12148A000,,,Finance-Workplace Experience,08/20/2018,205,1.00
,691572,Aguilar,Fisher,4/28/1990,2019,15016299025085C,15016299025085C,S1,01001A000,,,English/Language Arts I (9th grade),08/15/2018,201,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,01151A000,,,Public Speaking,,,
,726794,Cortez,Braylen,7/11/1985,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,08/20/2018,204,1.00
,461722,Coleman,Adonis,5/18/1972,2019,15016299025086C,15016299025086C,S1,21148A000,,,Drafting-Workplace Experience,08/20/2018,200,1.00
,420416,Hart,Isaiah,10/18/1974,2019,15016299025068C,15016299025068C,Q1,15051A000,,,Criminal Justice,08/20/2018,200,1.00
,dstanton,Stanton,Davon,7/8/1963,2019,15016299025068C,15016299025068C,Q1,10001A000,,,Introduction to Computers,09/10/2018,200,1.00
,529596,Wilson,Houston,7/11/1959,2019,15016299025109C,15016299025109C,S1,04001A000,,,World Geography,09/22/2018,200,1.00
481812,lwagner,Wagner,Luka,2/13/1965,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,08/20/2018,200,1.00
219980,592588,Barrett,Jeremiah,12/23/1979,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,02/13/2018,200,1.00
,124094,Rios,Salvatore,2/2/1962,2019,15016299025267C,15016299025267C,S1,16001A000,,,Exploration of Hospitality Careers,01/02/2018,200,1.00
303240,367644,Bullock,Armando,2/18/1965,2019,15016299025055C,15016299025055C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
651665,mtrevino,Trevino,Mario,7/6/1987,2019,15016299025068C,15016299025068C,S1,21051A000,,,Technological Literacy,08/20/2018,201,1.00
222366,951480,Powell,Isai,3/23/1972,2019,15016299025068C,15016299025068C,S1,17051A000,,,Air Conditioning,08/20/2018,200,1.00
,725060,Mathis,Brock,1/2/1990,2019,15016299025062C,15016299025062C,S1,08001A000,,,Physical Education,08/18/2018,200,1.00
596090,476586,Wolfe,Drake,5/21/1986,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
,mblanchard,Blanchard,Mario,4/9/1990,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/20/2018,200,1.00
,27999,Collins,Teagan,8/12/1983,2019,15016299025049C,15016299025049C,S1,19151A000,,,Teaching Profession,08/20/2018,200,1.00
,376366,Haynes,Steven,8/28/1987,2019,15016299025266C,15016299025266C,S1,03051A000,,,Biology,08/20/2018,203,1.00
438353,579925,Clarke,Joseph,11/28/1989,2019,15016299025063C,15016299025063C,S1,02151A000,,,General Applied Math,08/20/2018,200,1.00
,756435,Joyce,Nikhil,3/24/1980,2019,15016299025260C,15016299025260C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
71662,832849,Arroyo,Enrique,3/17/1963,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
326780,ydelgado,Delgado,Yahir,11/21/1970,2019,15016299025065C,15016299025065C,S1,03101A000,,,Chemistry,01/04/2018,200,1.00
615825,280487,Bradford,Chad,1/25/1984,2019,15016299025056C,15016299025056C,Q1,02001A000,,,Informal Mathematics,01/11/2018,200,1.00
554600,471085,Carrillo,Alejandro,8/27/1974,2019,15016299025066C,15016299025066C,S1,20001A000,,,"Exploration of Transportation, Distribution and Logistics",09/16/2018,200,1.00
934276,664093,Charles,Kael,4/25/1974,2019,15016299025068C,15016299025068C,Q1,09001A000,,,Introduction to Jr. ROTC,08/20/2018,200,1.00
385873,bknox,Knox,Ben,9/13/1990,2019,15016299025068C,15016299025068C,Q1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1.00
,265644,Cochran,Sheldon,5/12/1958,2019,15016299025283C,15016299025283C,Y1,09101A000,,,Naval Junior ROTC I,08/20/2018,201,1.00
20336,982899,Flynn,Nehemiah,3/28/1990,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
,564362,Cortez,Bronson,6/20/1970,2019,15016299025056C,15016299025056C,S1,03151A000,,,Physics,01/25/2018,200,1.00
,zjensen,Jensen,Zechariah,1/21/1990,2019,15016299025062C,15016299025062C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
53460,936410,Cervantes,Aryan,4/11/1973,2019,15016299025068C,15016299025068C,S1,09051A000,,,Army Junior ROTC I,08/20/2018,200,1.00
,dhorne,Horne,Donavan,10/5/1990,2019,15016299025054C,15016299025054C,S1,09151A000,,,Air Force Junior ROTC I,08/20/2018,200,1.00
,226264,Bowen,Brennan,10/2/1958,2019,15016299025068C,15016299025068C,Y1,21001A000,,,Pre-Engineering Technology,08/20/2018,200,1.00
535727,512143,Dorsey,Emery,4/17/1984,2019,15016299025054C,15016299025054C,Y1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,600450,Jacobson,Sage,10/19/1960,2019,15016299025283C,15016299025283C,S1,18101A000,,,Animal Production/Science,08/20/2018,200,1.00
175188,889537,Ruiz,Troy,2/9/1968,2019,15016299025109C,15016299025109C,S1,03151A000,,,Physics,09/03/2018,200,1.00
988799,amccall,Mccall,Ayden,12/19/1978,2019,15016299025059C,15016299025059C,Y1,10101A000,,,Network Technology,08/20/2018,200,1.00
,323649,Malone,Lamar,11/1/1956,2019,15016299025067C,15016299025067C,Y1,03101A000,,,Chemistry,08/20/2018,200,1.00
454052,938136,Soto,Sage,8/15/1990,2019,15016299025049C,15016299025049C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,100261,Prince,Jeffery,7/16/1984,2019,15016299025283C,15016299025283C,S1,19151A000,,,Teaching Profession,08/20/2018,200,1.00
552044,366784,Friedman,Hudson,1/4/1957,2019,15016299025060C,15016299025060C,S1,22001A000,,,Standardized Test Preparation,08/04/2018,200,1.00
652745,bsexton,Sexton,Bryan,2/13/1962,2019,15016299025062C,15016299025062C,S1,03051A000,,,Biology,08/20/2018,200,1.00
763601,844463,Park,Ronin,11/9/1990,2019,15016299025068C,15016299025068C,S1,08151A000,,,Drivers’ Education-Classroom Only,08/20/2018,202,1
,823136,Sherman,Urijah,3/2/1956,2019,15016299025068C,15016299025068C,S1,21001A000,,,Pre-Engineering Technology,08/20/2018,200,1.00
,sweaver,Weaver,Sean,11/7/1938,2019,15016299025068C,15016299025068C,Y1,18051A000,,,Plant Production/Science,08/20/2018,200,1.00
,555093,Little,Elias,1/5/1974,2019,15016299025068C,15016299025068C,S1,05101A000,,,General Band,09/15/2018,200,1.00
101782,rmueller,Mueller,Rishi,2/22/1990,2019,15016299025085C,15016299025085C,S1,08051A000,,,Health Education,08/20/2018,200,1.00
,364080,Elliott,Trystan,3/19/1957,2019,15016299025270C,15016299025270C,S1,03101A000,,,Chemistry,08/27/2018,200,1.00
,khansen,Hansen,Kasen,6/19/1975,2019,15016299025058C,15016299025058C,S1,11151A000,,,Digital Media Technology,08/20/2018,200,1
,825355,Farley,Jaxson,3/11/1958,2019,15016299025086C,15016299025086C,S1,06151A000,,,IB Language B-Italian,08/20/2018,200,1.00
,918450,Gross,Teagan,9/26/1965,2019,15016299025065C,15016299025065C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
755869,135955,Clark,Yahir,7/25/1970,2019,15016299025068C,15016299025068C,S1,02101A000,,,Number Theory,09/16/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,12151A000,,,Marketing Career Exploration,,,
,916054,Cross,Issac,1/19/1957,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
570151,129027,Newman,Jackson,9/19/1990,2019,15016299025261C,15016299025261C,Y1,02101A000,,,Number Theory,08/20/2018,200,1.00
313970,515883,Woodard,Dean,7/9/1982,2019,15016299025274C,15016299025274C,S1,10101A000,,,Network Technology,08/20/2018,200,1.00
340220,ncrawford,Crawford,Nasir,1/20/1990,2019,15016299025064C,15016299025064C,S1,03051A000,,,Biology,01/14/2018,203,1.00
,23648,James,Jessie,2/10/1990,2019,15016299025274C,15016299025274C,S1,22001A000,,,Standardized Test Preparation,08/20/2018,200,1.00
,213612,Meyers,Nasir,10/7/1969,2019,15016299025071C,15016299025071C,S1,03001A000,,,Earth Science,02/20/2018,200,1.00
,747493,James,Steven,3/19/1981,2019,15016299025276C,15016299025276C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,203,1.00
689603,322723,Paul,George,12/7/1969,2019,15016299025068C,15016299025068C,Y1,10101A000,,,Network Technology,08/20/2018,200,1.00
824318,719694,Nelson,Konnor,3/16/1962,2019,15016299025063C,15016299025063C,S1,16051A000,,,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,205,1.00
307985,avalenzuela,Valenzuela,Agustin,7/21/1976,2019,15016299025268C,15016299025268C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
243194,795558,Berg,Phillip,4/2/1944,2019,15016299025068C,15016299025068C,S1,15147A000,,,Security and Protection-Independent Study,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,06151A000,,,IB Language B-Italian,,,
867154,lhanson,Hanson,Luka,7/28/1977,2019,15016299025063C,15016299025063C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
580429,182337,Sherman,Alexzander,1/17/1990,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,01/10/2018,200,1.00
,472750,Lindsey,Jaylan,5/9/1989,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/20/2018,200,1.00
,27843,James,Damarion,8/14/1966,2019,15016299025266C,15016299025266C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,01101A000,,,English/Composition (freshmen and sophomores),,,
796523,500032,Chandler,Trevor,10/6/1976,2019,15016299025059C,15016299025059C,S1,02141A000,,,Particular Topics in Analytic Mathematics,08/20/2018,200,1
,131319,Farmer,Bronson,6/28/1990,2019,15016299025260C,15016299025260C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
,623521,Hicks,Phoenix,7/7/1966,2019,15016299025068C,15016299025068C,Y1,16001A000,,,Exploration of Hospitality Careers,09/05/2018,200,1.00
967883,629659,Vang,Robert,10/2/1970,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
,abenitez,Benitez,Abdiel,1/19/1990,2019,15016299025070C,15016299025070C,S1,03051A000,,,Biology,08/20/19,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Q1,14101A000,,,Dental Laboratory Technology,,,
,,,,,2019,15016299025273C,15016299025273C,Y1,03051A000,,,Biology,,,
533120,acase,Case,Anton,7/2/1965,2019,15016299025069C,15016299025069C,S1,12051A000,,,Introductory Business,09/14/2018,200,1.00
200797,76106,Costa,Nikolai,6/27/1967,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),02/08/2018,200,1.00
,503681,Horne,Joel,8/4/1971,2019,15016299025068C,15016299025068C,Y1,03151A000,,,Physics,01/10/2018,204,1.00
,725716,Mcpherson,Gavyn,5/24/1990,2019,15016299025068C,15016299025068C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1
,632229,George,Seth,9/23/1966,2019,15016299025064C,15016299025064C,Q1,02151A000,,,General Applied Math,08/20/2018,200,1
,,,,,2019,15016299025273C,15016299025273C,S1,14001A000,,,Exploration of Health Care Occupations,,,
